epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,25575.1,0.94298,0.51237,0.71084,0.71164,0.43275,0.47389,0.24215,1.9895,2.77521,1.20237,0.0006536,0.0006536,0.0006536
104,25822.5,0.90806,0.5068,0.68029,0.66869,0.41813,0.44665,0.23646,1.94418,2.78366,1.17773,0.0006404,0.0006404,0.0006404
105,26070,0.88556,0.48918,0.6965,0.6004,0.42982,0.43341,0.22452,1.88802,2.77973,1.16542,0.0006272,0.0006272,0.0006272
106,26317.4,0.87871,0.48161,0.68528,0.62201,0.45906,0.46205,0.24114,1.87385,2.63342,1.15961,0.000614,0.000614,0.000614
107,26565.1,0.91741,0.50696,0.70188,0.64232,0.45683,0.46329,0.25492,1.84562,2.71817,1.144,0.0006008,0.0006008,0.0006008
108,26812.4,0.89369,0.4741,0.69632,0.68881,0.38833,0.39254,0.21576,1.80681,3.23195,1.14305,0.0005876,0.0005876,0.0005876
109,27060.3,0.90231,0.50495,0.68605,0.70945,0.39982,0.43351,0.23873,1.87115,3.00641,1.16354,0.0005744,0.0005744,0.0005744
110,27307.6,0.90565,0.4845,0.68252,0.72455,0.40643,0.4409,0.2479,1.78681,2.92973,1.14135,0.0005612,0.0005612,0.0005612
111,27554.8,0.87244,0.46606,0.66893,0.7214,0.40058,0.45084,0.25051,1.79473,2.88767,1.13943,0.000548,0.000548,0.000548
112,27802.2,0.89549,0.46989,0.68964,0.76374,0.35673,0.38297,0.20942,1.77329,3.08931,1.13622,0.0005348,0.0005348,0.0005348
113,28049.2,0.87816,0.48691,0.68243,0.72442,0.37719,0.40288,0.2127,1.72683,2.9331,1.12245,0.0005216,0.0005216,0.0005216
114,28296.2,0.86471,0.46064,0.66495,0.69803,0.39879,0.4151,0.21809,1.7603,2.92806,1.1351,0.0005084,0.0005084,0.0005084
115,28543,0.84015,0.4487,0.66457,0.68766,0.39181,0.39904,0.21873,1.69924,2.98329,1.11412,0.0004952,0.0004952,0.0004952
116,28790.2,0.86463,0.45031,0.67016,0.69049,0.39766,0.42371,0.23188,1.71567,2.9361,1.12125,0.000482,0.000482,0.000482
117,29037.9,0.85216,0.45018,0.68117,0.77785,0.37719,0.39338,0.21974,1.66548,3.03757,1.10151,0.0004688,0.0004688,0.0004688
118,29285.3,0.89269,0.48235,0.67391,0.78098,0.30702,0.35395,0.20544,1.7453,3.19784,1.12559,0.0004556,0.0004556,0.0004556
119,29533.3,0.88378,0.45935,0.68107,0.77342,0.33626,0.37012,0.20772,1.7458,3.07282,1.13022,0.0004424,0.0004424,0.0004424
120,29780.7,0.86046,0.47482,0.68004,0.78124,0.34211,0.36453,0.20069,1.74924,3.19607,1.13613,0.0004292,0.0004292,0.0004292
121,30028.3,0.88924,0.4651,0.68331,0.7257,0.35965,0.37011,0.19563,1.75519,3.24296,1.14554,0.000416,0.000416,0.000416
122,30275.5,0.83931,0.44117,0.67615,0.75905,0.35965,0.37832,0.19258,1.80834,3.40486,1.16275,0.0004028,0.0004028,0.0004028
123,30522.5,0.82871,0.43761,0.66349,0.7732,0.38304,0.39712,0.2058,1.84944,3.21348,1.17971,0.0003896,0.0003896,0.0003896
124,30769.4,0.8339,0.43506,0.66134,0.74125,0.39474,0.39996,0.20634,1.80964,3.12333,1.16031,0.0003764,0.0003764,0.0003764
125,31016.9,0.87848,0.46869,0.68398,0.7717,0.37558,0.38825,0.20879,1.75514,3.12281,1.14534,0.0003632,0.0003632,0.0003632
126,31264.2,0.83663,0.44581,0.66306,0.77098,0.39181,0.41064,0.22011,1.81516,2.98631,1.15948,0.00035,0.00035,0.00035
127,31511.1,0.83769,0.4272,0.66565,0.75776,0.39766,0.42924,0.22851,1.8363,2.95685,1.16302,0.0003368,0.0003368,0.0003368
